,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
47241,847EAA191060947F,classic_bike,2021-01-01 01:24:59,2021-01-01 01:51:31,Arlington Blvd & N Queen St,31051.0,Joyce St & 16th St S,31091.0,38.889365000000005,-77.077294,38.859254,-77.063275,member
73782,D058B64FFFECC5F2,docked_bike,2021-01-01 01:26:32,2021-01-01 01:44:42,Lincoln Memorial,31258.0,Jefferson Dr & 14th St SW,31247.0,38.888255,-77.049437,38.888553,-77.032427,casual
73487,49EF60CEC6BF3415,docked_bike,2021-01-01 01:26:45,2021-01-01 01:44:48,Lincoln Memorial,31258.0,Jefferson Dr & 14th St SW,31247.0,38.888255,-77.049437,38.888553,-77.032427,casual
32216,26E93975813768E5,classic_bike,2021-01-01 01:27:55,2021-01-01 01:42:05,9th & Upshur St NW,31404.0,North Capitol & R St NE,31527.0,38.9418,-77.0251,38.912524,-77.008798,member
32217,07EDC23D7E82E74D,classic_bike,2021-01-01 01:28:04,2021-01-01 01:42:00,9th & Upshur St NW,31404.0,North Capitol & R St NE,31527.0,38.9418,-77.0251,38.912524,-77.008798,member
49829,768A7BAE370123F0,classic_bike,2021-01-01 01:38:23,2021-01-01 01:44:53,Convention Center / 7th & M St NW,31223.0,Florida Ave & R St NW,31503.0,38.905737,-77.02226999999999,38.9126,-77.0135,member
23723,DE978212E21AD3F4,classic_bike,2021-01-01 01:39:56,2021-01-01 01:44:00,11th & H St NE,31614.0,6th & K St NE,31645.0,38.899983,-76.991383,38.90293157359119,-76.9984048604965,member
66953,D2508C9F7B49EF55,docked_bike,2021-01-01 01:45:54,2021-01-01 03:05:25,Constitution Ave & 2nd St NW/DOL,31271.0,7th & K St NW,31653.0,38.892275,-77.013917,38.902674,-77.021392,casual
81016,41A25E9AB384AD6F,classic_bike,2021-01-01 01:46:05,2021-01-01 01:49:22,14th & Rhode Island Ave NW,31203.0,17th St & Massachusetts Ave NW,31267.0,38.9086,-77.0323,38.908142,-77.038359,casual
12084,7BAFB2C78A9F118D,electric_bike,2021-01-01 01:46:12,2021-01-01 02:14:07,6th & K St NE,31645.0,Georgia Ave & Piney Branch Rd NW,31414.0,38.9030185,-76.99838983333333,38.967549666666656,-77.02797433333333,member
81017,899AA51A085A693F,classic_bike,2021-01-01 01:46:14,2021-01-01 01:49:14,14th & Rhode Island Ave NW,31203.0,17th St & Massachusetts Ave NW,31267.0,38.9086,-77.0323,38.908142,-77.038359,casual
97250,25E72492B384BCAF,classic_bike,2021-01-01 01:50:06,2021-01-01 01:54:34,14th & Otis Pl NW,31131.0,14th & Irving St NW,31124.0,38.934405,-77.032687,38.928552,-77.032224,casual
69933,263C4CB9DC84B4F4,classic_bike,2021-01-01 01:52:04,2021-01-01 02:05:41,Joyce St & 16th St S,31091.0,18th St & S Eads St,31001.0,38.859254,-77.063275,38.85725,-77.05332,member
65496,C0644B5419C3885B,classic_bike,2021-01-01 02:00:36,2021-01-01 02:12:20,14th & Newton St NW,31649.0,Calvert St & Woodley Pl NW,31121.0,38.931991,-77.032956,38.923583,-77.050046,casual
92185,067EA796F2256251,classic_bike,2021-01-01 02:00:59,2021-01-01 02:08:20,14th & Belmont St NW,31119.0,14th & Newton St NW,31649.0,38.921074,-77.031887,38.931991,-77.032956,casual
28171,9AC80F2121E3B04D,classic_bike,2021-01-01 02:01:17,2021-01-01 02:16:25,16th & R St NW,31282.0,Lynn St & 19th St North,31014.0,38.912652,-77.036278,38.897315,-77.070993,member
33090,5FEE6476AD9626DA,classic_bike,2021-01-01 02:01:44,2021-01-01 02:07:56,11th & M St NW,31266.0,7th & T St NW,31109.0,38.9055785,-77.027313,38.9155,-77.0222,member
97499,C0E0333C012C7704,classic_bike,2021-01-01 02:02:26,2021-01-01 02:10:26,14th & Belmont St NW,31119.0,14th & Otis Pl NW,31131.0,38.921074,-77.031887,38.934405,-77.032687,casual
5989,189539CCFEB4344E,classic_bike,2021-01-01 02:05:22,2021-01-01 02:17:16,Columbia & Ontario Rd NW,31296.0,23rd & E St NW ,31260.0,38.924088,-77.040787,38.896104,-77.049882,member
49622,3BAC2DC329E82243,classic_bike,2021-01-01 02:05:35,2021-01-01 02:06:31,11th & O St NW,31286.0,11th & O St NW,31286.0,38.908429999999996,-77.02714,38.908429999999996,-77.02714,member
4281,26811B558F49EFAC,classic_bike,2021-01-01 02:06:45,2021-01-01 02:12:38,10th & Florida Ave NW,31120.0,14th & Rhode Island Ave NW,31203.0,38.920387,-77.025672,38.9086,-77.0323,casual
17964,A0CFDB951F36689A,classic_bike,2021-01-01 02:08:02,2021-01-01 02:17:04,4th & East Capitol St NE,31618.0,8th & K St NE,31660.0,38.889955,-77.000349,38.90273216425078,-76.99514991079924,member
17218,89BE52B4E8A6A6E0,classic_bike,2021-01-01 02:10:09,2021-01-01 02:16:36,Adams Mill & Columbia Rd NW,31104.0,15th & W St NW,31125.0,38.922925,-77.04258100000001,38.9190185,-77.034449,member
30879,FE04D6B9CD1C137E,classic_bike,2021-01-01 02:11:30,2021-01-01 02:21:50,Rhode Island & Connecticut Ave NW,31239.0,14th & Belmont St NW,31119.0,38.90599569999115,-77.03980207443237,38.921074,-77.031887,member
92514,E48167316AB2736D,classic_bike,2021-01-01 02:14:08,2021-01-01 02:22:20,14th & R St NW,31202.0,Columbia Rd & Belmont St NW,31113.0,38.913046,-77.03200799999999,38.920669000000004,-77.04368000000001,member
9904,4FBD0291E6C21E6D,electric_bike,2021-01-01 02:15:25,2021-01-01 02:23:06,Potomac & M St NW,31295.0,Lee Hwy & N Adams St,31030.0,38.905414,-77.065272,38.895982833333335,-77.088966,member
49768,85CF30861124FA98,classic_bike,2021-01-01 02:16:26,2021-01-01 02:26:26,1st & Rhode Island Ave NW,31506.0,11th & O St NW,31286.0,38.915417,-77.012289,38.908429999999996,-77.02714,member
49444,7D11310A9C95C2A6,classic_bike,2021-01-01 02:16:27,2021-01-01 02:26:37,1st & Rhode Island Ave NW,31506.0,11th & O St NW,31286.0,38.915417,-77.012289,38.908429999999996,-77.02714,casual
97611,1A966D63B6765596,electric_bike,2021-01-01 02:18:42,2021-01-01 02:21:10,Columbia & Ontario Rd NW,31296.0,18th St & Wyoming Ave NW,31114.0,38.9241565,-77.04076516666667,38.918789333333336,-77.041575,member
72101,F845C3B2AAD84C0A,classic_bike,2021-01-01 02:22:26,2021-01-01 03:02:20,11th & H St NE,31614.0,20th St & Virginia Ave NW,31259.0,38.899983,-76.991383,38.894721999999994,-77.045128,casual
72107,1D5AECC9C4D42B4D,classic_bike,2021-01-01 02:24:53,2021-01-01 03:02:14,11th & H St NE,31614.0,20th St & Virginia Ave NW,31259.0,38.899983,-76.991383,38.894721999999994,-77.045128,casual
94855,E28C2D44DD35C5F1,classic_bike,2021-01-01 02:27:13,2021-01-01 02:36:02,14th & Irving St NW,31124.0,7th & T St NW,31109.0,38.928552,-77.032224,38.9155,-77.0222,member
74954,8C79FFF863827BCE,classic_bike,2021-01-01 02:29:44,2021-01-01 02:33:08,Georgia Ave & Morton St NW,31419.0,Park Rd & Holmead Pl NW,31602.0,38.932128000000006,-77.0235,38.9308,-77.0315,member
46988,160762C443389531,classic_bike,2021-01-01 02:33:11,2021-01-01 02:40:09,13th & D St NE,31622.0,Oklahoma Ave & Benning Rd NE,31719.0,38.894832,-76.987633,38.8974996,-76.9695094,member
34439,67B8393720D95430,classic_bike,2021-01-01 02:35:07,2021-01-01 02:48:22,USDA / 12th & C St SW,31217.0,Massachusetts Ave & 6th St NE,31657.0,38.886276945065106,-77.02824175357819,38.892934000000004,-76.998273,member
67231,B148D853A1834C2B,classic_bike,2021-01-01 02:35:52,2021-01-01 02:39:11,14th & Newton St NW,31649.0,16th & Irving St NW,31122.0,38.931991,-77.032956,38.928893,-77.03625,member
18840,54A13EFF4660BD54,classic_bike,2021-01-01 02:37:43,2021-01-01 02:41:53,2nd & G St NE,31639.0,1st & M St NE,31603.0,38.89967,-77.00366600000001,38.905696999999996,-77.005483,member
67960,9823D8C311944430,docked_bike,2021-01-01 02:40:25,2021-01-01 03:04:56,Potomac Ave & 35th St S,31052.0,Potomac Ave & 35th St S,31052.0,38.844015,-77.050537,38.844015,-77.050537,casual
68196,04FC7575F7444CFB,classic_bike,2021-01-01 02:40:51,2021-01-01 03:05:14,Potomac Ave & 35th St S,31052.0,Potomac Ave & 35th St S,31052.0,38.844015,-77.050537,38.844015,-77.050537,casual
61167,39D99BAC85BA9E15,classic_bike,2021-01-01 02:41:22,2021-01-01 02:50:22,New Jersey Ave & R St NW,31509.0,1st & M St NE,31603.0,38.912659000000005,-77.017669,38.905696999999996,-77.005483,member
61722,90A635928DEADD1D,docked_bike,2021-01-01 02:41:54,2021-01-01 02:50:25,New Jersey Ave & R St NW,31509.0,1st & M St NE,31603.0,38.912659000000005,-77.017669,38.905696999999996,-77.005483,casual
3036,324724348B153F11,docked_bike,2021-01-01 02:43:25,2021-01-01 03:05:31,Potomac Ave & 35th St S,31052.0,Potomac Ave & 35th St S,31052.0,38.844015,-77.050537,38.844015,-77.050537,casual
3994,1FA4C76CAF7E3EA6,electric_bike,2021-01-01 02:44:49,2021-01-01 02:48:28,14th St & Spring Rd NW,31401.0,14th & Irving St NW,31124.0,38.937482,-77.032902,38.9286885,-77.03241116666666,member
45494,DE09FBA7A10E37E9,classic_bike,2021-01-01 02:44:54,2021-01-01 02:48:27,14th St & Spring Rd NW,31401.0,14th & Irving St NW,31124.0,38.9375,-77.0328,38.928552,-77.032224,casual
42233,6540E6D61B3C3C9B,classic_bike,2021-01-01 02:46:07,2021-01-01 03:25:40,Fort Totten Metro,31515.0,West Hyattsville Metro,32418.0,38.952369,-77.002721,38.955349,-76.96808399999999,casual
28796,8D93606DD7083A6C,classic_bike,2021-01-01 02:49:05,2021-01-01 03:00:12,Fairfax Dr & N Randolph St,31034.0,Carlin Springs Rd & N Thomas St,31919.0,38.882629,-77.10936600000001,38.876695,-77.11298199999999,member
99716,A3D93F4099EA965D,classic_bike,2021-01-01 02:54:58,2021-01-01 03:03:55,18th St & Wyoming Ave NW,31114.0,11th & Girard St NW,31126.0,38.918809,-77.04157099999999,38.925636,-77.027112,casual
99693,38AFB3F0C3CE0B0B,classic_bike,2021-01-01 02:55:14,2021-01-01 03:04:17,18th St & Wyoming Ave NW,31114.0,11th & Girard St NW,31126.0,38.918809,-77.04157099999999,38.925636,-77.027112,casual
17215,C570138C39276410,classic_bike,2021-01-01 03:02:54,2021-01-01 03:22:12,Adams Mill & Columbia Rd NW,31104.0,15th & W St NW,31125.0,38.922925,-77.04258100000001,38.9190185,-77.034449,member
68005,7EA829BDCCC0F16E,classic_bike,2021-01-01 03:08:19,2021-01-01 03:12:43,Adams Mill & Columbia Rd NW,31104.0,18th & R St NW,31278.0,38.922925,-77.04258100000001,38.912648,-77.041834,member
5883,7464896C20B848EC,classic_bike,2021-01-01 03:23:10,2021-01-01 03:34:04,14th & Harvard St NW,31105.0,Georgia Ave & Emerson St NW,31405.0,38.9268,-77.0322,38.949662,-77.027333,casual
7727,34609905D4716468,classic_bike,2021-01-01 03:26:48,2021-01-01 04:01:25,21st St & Pennsylvania Ave NW,31252.0,10th & U St NW,31111.0,38.901539,-77.046564,38.9172,-77.0259,casual
8922,B12341D4AE1D4995,classic_bike,2021-01-01 03:27:00,2021-01-01 03:35:16,Thomas Circle,31241.0,25th St & Pennsylvania Ave NW,31237.0,38.9059,-77.0325,38.903827,-77.053485,casual
84266,8D4EC3F4D7526D3D,classic_bike,2021-01-01 03:45:20,2021-01-01 03:48:00,5th St & Massachusetts Ave NW,31265.0,8th & H St NW,31228.0,38.900929999999995,-77.018677,38.8997,-77.02308599999999,member
95940,01471F32B5C5D0D2,classic_bike,2021-01-01 03:45:28,2021-01-01 03:52:54,5th St & Massachusetts Ave NW,31265.0,11th & O St NW,31286.0,38.900929999999995,-77.018677,38.908429999999996,-77.02714,member
16628,0D921D90D97519BE,classic_bike,2021-01-01 03:45:59,2021-01-01 03:51:33,Alabama & MLK Ave SE,31800.0,Congress Heights Metro,31806.0,38.84322988730829,-76.9993758201599,38.844711,-76.98782299999999,casual
36300,37E3D92A1B59F353,classic_bike,2021-01-01 03:48:18,2021-01-01 03:52:01,15th & M St NW,31298.0,20th & L St NW,31250.0,38.905424,-77.034674,38.903584,-77.044789,member
80951,5E3525FB900298E9,classic_bike,2021-01-01 03:51:16,2021-01-01 03:54:58,14th & Irving St NW,31124.0,Adams Mill & Columbia Rd NW,31104.0,38.928552,-77.032224,38.922925,-77.04258100000001,casual
58742,6BA8E776D2A9F5FD,classic_bike,2021-01-01 03:52:54,2021-01-01 04:18:50,Columbia Pike & S Oakland St,31058.0,Clarendon Blvd & Pierce St,31016.0,38.860789000000004,-77.09586,38.893438,-77.076389,casual
23652,28119804BA2C6667,classic_bike,2021-01-01 04:03:28,2021-01-01 04:23:39,Georgia & New Hampshire Ave NW,31400.0,4th & C St SW,31243.0,38.9366839345886,-77.02418088912964,38.88637194054526,-77.01770067214966,casual
24183,A6437E3EE3E6F899,classic_bike,2021-01-01 04:07:26,2021-01-01 04:59:15,Benning Rd & East Capitol St NE / Benning Rd Metro,31707.0,10th St & Constitution Ave NW,31219.0,38.889934999999994,-76.93723,38.893028,-77.026013,casual
30873,C9920BDA21FCDD34,classic_bike,2021-01-01 04:24:05,2021-01-01 04:33:55,New Jersey Ave & R St NW,31509.0,14th & Belmont St NW,31119.0,38.912659000000005,-77.017669,38.921074,-77.031887,member
47541,DD196832FF807382,classic_bike,2021-01-01 04:27:25,2021-01-01 04:39:58,Capitol Ave & Kendall St NE,31530.0,3rd & M St NE,31627.0,38.910993,-76.985854,38.90546971494327,-77.0021304488182,member
92451,79F6F84437316212,classic_bike,2021-01-01 04:38:13,2021-01-01 04:42:55,14th & Belmont St NW,31119.0,7th & T St NW,31109.0,38.921074,-77.031887,38.9155,-77.0222,member
93591,3C7580AF416C226F,classic_bike,2021-01-01 04:39:40,2021-01-01 04:48:02,14th & Rhode Island Ave NW,31203.0,New Hampshire Ave & 24th St NW,31275.0,38.9086,-77.0323,38.901755,-77.051084,member
69132,60C83A209D0FAA56,classic_bike,2021-01-01 04:41:19,2021-01-01 04:50:19,11th & M St NW,31266.0,North Capitol St & F St NW,31624.0,38.9055785,-77.027313,38.897446,-77.009888,casual
12411,09C63E367A536CE1,classic_bike,2021-01-01 04:43:58,2021-01-01 05:34:32,10th & U St NW,31111.0,1st & Washington Hospital Center NW,31507.0,38.9172,-77.0259,38.928743,-77.012457,casual
59238,1559DDE6EB480915,classic_bike,2021-01-01 04:47:56,2021-01-01 04:51:09,Minnesota Ave & R St SE,31826.0,Pennsylvania & Minnesota Ave SE,31805.0,38.869336499999996,-76.97851899999999,38.873057,-76.97101500000001,member
